id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
28468184,Affordable Large Bushwick Room with a View,179773675,Megan,Brooklyn,Bedford-Stuyvesant,Private room,60,4,0,1,0
28471510,"Looking for low key, clean long term guest .",82975282,Evyiatar,Queens,Bayswater,Private room,52,30,0,2,312
28483408,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,200380610,Pranjal,Manhattan,Midtown,Entire home/apt,385,30,0,65,364
28488070,Designer 3 Bedroom Heart of Bushwick 15min to NYC,44755507,Michael,Brooklyn,Bushwick,Entire home/apt,140,30,0,2,330
28496792,Huge Private Suite-Style Bedroom by Prospect Park,3158797,Drea,Brooklyn,Windsor Terrace,Private room,50,14,0,1,174
28506595,Cute Room,8834412,Deborah,Bronx,Longwood,Private room,100,3,0,2,364
28513853,Spacious Studio - 5 Mins from Times Square.,37412692,Kim,Manhattan,Midtown,Entire home/apt,169,30,0,4,362
28522394,The Spot,215277711,Aaron,Bronx,Van Nest,Entire home/apt,300,1,0,1,365
28534405,New york Multi-unit building,2891643,Jacqueline,Manhattan,Harlem,Private room,50,1,0,1,0
28536037,EXCELLENT location  2min 7 line 61st Express train,19303369,Hiroki,Queens,Woodside,Private room,47,30,0,37,1
28542484,Sonder | 21 Chelsea | Sophisticated 2BR + Rooftop,12243051,Sonder,Manhattan,Chelsea,Entire home/apt,377,29,0,96,302
28567040,Bronx House #4_3,203266238,Steve,Bronx,Morris Park,Private room,65,5,0,5,365
28580426,Rooftop Vibes for small events,62659791,Chiz,Brooklyn,Crown Heights,Shared room,149,1,0,2,363
28581563,Peace and quiet in the center of it all,10301127,Elizabeth,Manhattan,Upper West Side,Private room,140,30,0,1,0
28585982,Large apartment walking distance to Williamsburg,102180676,Sarah,Brooklyn,Greenpoint,Private room,120,4,0,1,49
28602842,Amazing 2Bed apt in Union Square,215869827,Isabelle,Manhattan,East Village,Entire home/apt,300,30,0,1,180
28604409,Sonder | Madison Ave | Convenient Studio + Gym,12243051,Sonder,Manhattan,Midtown,Entire home/apt,209,29,0,96,250
28607874,Sonder | Madison Ave | Spacious Studio + Gym,12243051,Sonder,Manhattan,Midtown,Entire home/apt,237,29,0,96,365
28608084,Sonder | Madison Ave | Simple Studio + Gym,12243051,Sonder,Manhattan,Midtown,Entire home/apt,254,29,0,96,291
28627947,Astoria Couples RM w/ Lovely Furniture. Own bath.,137358866,Kazuya,Queens,Astoria,Private room,60,30,0,103,215
28632449,Entire 2 Bedroom Apartment — Murray Hill NYC,16624745,Katie,Manhattan,Murray Hill,Entire home/apt,250,30,0,3,92
28632837,Lovely RM in Astoria with great location.,137358866,Kazuya,Queens,Astoria,Private room,51,30,0,103,216
28635863,Fabulous West Village Modern Luxury,6332730,Nita,Manhattan,Greenwich Village,Entire home/apt,400,90,0,1,365
28637635,Room 3 (4R),102466916,Luca And Kameko,Manhattan,Harlem,Private room,53,30,0,6,198
28640741,Airy Brooklyn Artist's Loft,95415432,Molly,Brooklyn,Williamsburg,Entire home/apt,280,4,0,1,43
28646412,Astoria Queens. A Perfect Room to Stay in 3BR2BA,137358866,Kazuya,Queens,Astoria,Private room,45,30,0,103,246
28647979,"Home For Medical Professionals - ""The Tesla""",26377263,Stat,Brooklyn,East Flatbush,Private room,57,30,0,43,138
28656606,UWS 1 bedroom near everything,3606458,Mathew,Manhattan,Upper West Side,Entire home/apt,300,1,0,2,358
28657242,Charming and spacious duplex in classic brownstone,137817563,Tal & Amarelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,28,0,4,173
28659175,Spacious Private Bedroom in the heart of Bushwick!,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,0,17,327
28660068,Gorgeous Bedroom in the heart of Bushwick Him-2R-3,216235179,Nina,Brooklyn,Bushwick,Private room,55,30,0,17,336
28661332,Gorgeous Bedroom in the heart of Bushwick Him-3R-1,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,0,17,315
28661866,Gorgeous Bedroom in the heart of Bushwick Him-3R-4,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,0,17,131
28670390,"Home For Medical Professionals - ""The Abducens""",26377263,Stat,Brooklyn,East Flatbush,Private room,57,30,0,43,311
28671495,"Home For Medical Professionals - ""The Xenon""",26377263,Stat,Brooklyn,East Flatbush,Private room,53,30,0,43,346
28684892,Sweet Tribeca Studio w/ Great views + Indoor pool by Blueground,107434423,Blueground,Manhattan,Tribeca,Entire home/apt,282,30,0,232,244
28688612,Upper west side room,133762456,Gloria,Manhattan,Upper West Side,Private room,200,4,0,1,365
28699232,"Home For Medical Professionals - ""The Gamma""",26377263,Stat,Brooklyn,East Flatbush,Private room,57,30,0,43,283
28699654,"Home For Medical Professionals - ""The Kinetic""",26377263,Stat,Brooklyn,East Flatbush,Private room,57,30,0,43,306
28730126,Beautiful Apartment in West Village,13092234,Andrew,Manhattan,West Village,Private room,295,6,0,1,0
28733777,"Clean, quiet space in Upper East Side",214119114,Lagane,Manhattan,East Harlem,Private room,75,3,0,1,0
28734646,Cosy Williamsburg Apartment in Brooklyn New York,1104166,Mala,Brooklyn,Williamsburg,Entire home/apt,325,5,0,4,0
28734815,Brand New Modern 1+2 Apt,57294304,Ekin,Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,1,0
28735958,Modern Luxury Apartment with Washer & Dryer,2207585,David,Manhattan,Financial District,Entire home/apt,139,20,0,1,0
28736148,Cozy 1 Bedroom Apt in Hamilton Heights,43431867,Tommy,Manhattan,Washington Heights,Entire home/apt,96,4,0,1,17
28750104,Awesome 1BR in 2 room located in heart of Bushwick,109004750,JayJay,Brooklyn,Bushwick,Private room,40,1,0,1,364
28761735,New york Multi-unit building,65827591,Nubia,Queens,Maspeth,Shared room,55,1,0,3,47
28763578,5min walk to L train - Free WiFi & Cleaning,154981576,Bedly Bushwick,Brooklyn,Bushwick,Private room,38,30,0,9,7
28777497,Gorgeous Cozy Brooklyn apartment suite,99133678,Chelsea,Queens,Ridgewood,Private room,25,1,0,1,0
28805003,"Micro-Studio in Hells Kitchen, Shared Bath",198861577,Novo,Manhattan,Hell's Kitchen,Private room,69,30,0,5,0
28811035,New York House,217293060,Mohan,Manhattan,Greenwich Village,Entire home/apt,175,90,0,4,311
28830379,The Best apartment in NYC for the Best guest!,174263749,Shopper,Manhattan,Washington Heights,Private room,155,4,0,3,90
28835184,Bronx Apartment,217439132,Rosalyn,Bronx,Edenwald,Entire home/apt,90,15,0,1,89
28841309,Times Square Prime Two Bedroom Near Port Authority,215683904,Ryan,Manhattan,Hell's Kitchen,Entire home/apt,159,30,0,1,333
28849818,"Colorful East Village 1BR, Gym, Doorman, Rooftop by Blueground",107434423,Blueground,Manhattan,East Village,Entire home/apt,314,30,0,232,330
28860105,3 Bedroom Penthouse in FiDi NYC,5330754,Christina,Manhattan,Financial District,Entire home/apt,300,30,0,1,310
28867880,Convenient stay,217648807,Tyeesha,Bronx,Morris Heights,Private room,240,1,0,1,363
28868139,New Yorker first option to all Malls n restaurant,47564333,Marisa,Queens,Flushing,Private room,75,1,0,1,365
28881114,A+ Chelsea_global inspired  location. Large room,3464645,Sybilla Michelle,Manhattan,Chelsea,Private room,175,2,0,3,70
28885547,GREENPOINT LOVE,58131408,Dixie,Brooklyn,Greenpoint,Private room,180,4,0,1,170
28885996,Spacious Private Room in the heart of Harlem,70922580,Brittany,Manhattan,Harlem,Private room,70,4,0,1,0
28901111,Bensonhurst,209768607,Amrane,Brooklyn,Bensonhurst,Entire home/apt,62,23,0,1,0
28916439,Family and Friendly Room,35927005,Kathy,Brooklyn,Borough Park,Private room,60,1,0,10,0
28918134,Basement Room with Window,35927005,Kathy,Brooklyn,Borough Park,Private room,48,1,0,10,365
28918405,Nice Couple in A Walk in Basement with Window,35927005,Kathy,Brooklyn,Borough Park,Private room,50,2,0,10,365
28918768,living room space but with curtain for privacy,35927005,Kathy,Brooklyn,Borough Park,Shared room,35,1,0,10,352
28920156,BEAUTIFUL LUXURY 2BDR APARTMENT ON PARK AVE,217996544,Ofir,Manhattan,Midtown,Entire home/apt,249,3,0,2,179
28933262,Wyndham Midtown 45,198749990,Maria,Manhattan,Midtown,Private room,350,2,0,1,0
28941589,"3 bdrm, 2 bth duplex -20 mins to midtown -32B",42226482,Monique,Bronx,Williamsbridge,Entire home/apt,80,30,0,1,0
28950738,Ozone Park Studio,218222410,Seeta,Queens,Ozone Park,Private room,60,1,0,1,0
28952972,"Penthouse Suite at the Manhattan Club, NYC",91757655,Edward,Manhattan,Midtown,Private room,450,3,0,1,339
28965273,Private room,154737520,Mehrangez,Brooklyn,Bedford-Stuyvesant,Private room,40,27,0,1,89
28966170,"Bright, Sunny Private Room in Bushwick",26633737,Liz,Brooklyn,Bushwick,Private room,65,3,0,1,3
28966945,Lugar acogedor y confortable,153809989,Sandy,Bronx,Mount Eden,Private room,48,2,0,1,0
28978328,2254 and 2nd avenue,43531190,Kasun,Manhattan,East Harlem,Private room,45,240,0,1,280
28979013,Amazing converted 1BR in FiDi,54689007,Ana,Manhattan,Financial District,Entire home/apt,185,2,0,3,89
28979690,My Place,218428676,Barbie,Manhattan,Washington Heights,Private room,140,1,0,1,363
28985543,Modern Sunny 3bdrm Apt,389924,Patty,Bronx,Morris Park,Entire home/apt,39,5,0,2,0
28986807,Relaxing private room in Astoria. Balcony / WiFi.,137358866,Kazuya,Queens,Astoria,Private room,46,30,0,103,237
29005584,Manhattan Club NY-One Bedroom Suite-Sleeps 4,82460872,Dolores,Manhattan,Midtown,Private room,425,4,0,1,0
29034190,The  NYC Getaway Space,9808458,Zain,Bronx,Kingsbridge,Private room,65,2,0,4,364
29037359,Astoria Hideaway,10732658,Rachel,Queens,Ditmars Steinway,Private room,500,1,0,1,89
29059349,Your TICKET to TIMES SQUARE New York,177396569,Yanina,Manhattan,Hell's Kitchen,Entire home/apt,120,5,0,3,40
29061711,"In the heart of Hell’s Kitchen , Time Sqare.",76114530,Neetu,Manhattan,Hell's Kitchen,Entire home/apt,575,6,0,1,83
29078405,"MODERN 2BD WITH ROOFTOP, DOWNTOWN MANHATTAN",44129118,Anthony,Manhattan,Financial District,Entire home/apt,249,20,0,2,0
29080980,"Best Homestay  25 min Manhattan , Barclays Center",94214493,Dadrine,Brooklyn,East Flatbush,Private room,70,7,0,9,365
29082734,Sublet - Queen size bedroom in Bushwick,104351616,Ben,Brooklyn,Bushwick,Private room,50,5,0,1,0
29095984,Upper East Side Spacious 2 BR with Balcony,24230637,Kartik,Manhattan,Upper East Side,Entire home/apt,199,20,0,1,337
29125444,Cozy 1 bedroom in Murray Hill.,52083976,Kevin,Manhattan,Murray Hill,Entire home/apt,140,1,0,1,0
29138655,RENOVATED LUXURY 3BR 3BATH ON LITTLE WEST STREET,200380610,Pranjal,Manhattan,Battery Park City,Entire home/apt,433,180,0,65,364
29149191,CLASSIC/ BRIGHT 1 BEDROOM  IN UNION SQUARE,200380610,Pranjal,Manhattan,Gramercy,Entire home/apt,180,30,0,65,364
29150883,BEAUTIFUL UPPER WEST SIDE-WEST 83RD STREET,200380610,Pranjal,Manhattan,Upper West Side,Entire home/apt,215,30,0,65,365
29168569,"Home For Medical Professionals - ""The Macula""",26377263,Stat,Brooklyn,East Flatbush,Private room,53,19,0,43,347
29170235,"Home For Medical Professionals - ""The Palatine""",26377263,Stat,Brooklyn,East Flatbush,Private room,53,30,0,43,311
29170953,Spacious Superhost BK RM! Easy Manhattan acess!,137358866,Kazuya,Brooklyn,Bushwick,Private room,43,30,0,103,157
29179918,Basemnt,211146044,Ann,Brooklyn,Bedford-Stuyvesant,Private room,58,2,0,3,317
29181842,Charming East Village 1 Bedroom Apartment,46589590,Shabnam,Manhattan,East Village,Entire home/apt,114,14,0,1,19
29183581,Little Italy Sunny 2 Bedroom,116976293,Topher,Manhattan,Little Italy,Entire home/apt,225,3,0,2,0
29190221,Cozy room in Brooklyn. 40 min to Manhattan.,172986033,Boris,Brooklyn,Bensonhurst,Private room,39,1,0,1,0
29206093,Modern Furnished 1BR in Williamsburg by NÔM Stays,732460,Nôm,Brooklyn,Williamsburg,Entire home/apt,120,29,0,7,0
29210330,Perfect share apartment near Little Italy!,1613244,Ariel,Manhattan,Lower East Side,Entire home/apt,170,30,0,9,336
29212676,Large soho apartment,28823649,Rose,Manhattan,SoHo,Entire home/apt,194,1,0,3,89
29214672,Beautiful spacious apt in the heart of Bushwick,7638924,Ioana,Brooklyn,Bushwick,Entire home/apt,130,4,0,1,0
29215529,CHARMING & SPACIOUS CENTRALLY LOCATED STUDIO APT,217996544,Ofir,Manhattan,Kips Bay,Entire home/apt,199,30,0,2,365
29227134,Your New York Home,213781715,Anting,Brooklyn,Greenpoint,Private room,119,1,0,33,180
29230390,Your New York Penthouse,213781715,Anting,Manhattan,NoHo,Entire home/apt,225,1,0,33,364
29240070,New York Wall St.  RH29,135247339,Ron,Manhattan,Financial District,Private room,370,4,0,1,89
29254887,Quiet master bedroom on Fort Greene Park,12982906,Kate,Brooklyn,Fort Greene,Private room,110,2,0,3,66
29255502,Private room in apartment,12982906,Kate,Brooklyn,Fort Greene,Private room,120,2,0,3,280
29256982,Apartment in a Brownstone Steps from Prospect Park,13744738,Yana,Brooklyn,South Slope,Entire home/apt,200,3,0,1,1
29278083,"Nice room with private beth , use of kitchen",220576785,Manny,Brooklyn,Midwood,Private room,100,1,0,1,365
29281407,THE HIVE // Brand New 3-Story Luxury Townhome,4874700,Eli,Brooklyn,Greenpoint,Entire home/apt,975,2,0,1,149
29281707,Riverside Private Room,220605010,Riverside,Manhattan,Washington Heights,Private room,125,3,0,1,178
29283100,NICE Private Bedroom in the BEST part of Manhattan,606154,Sam,Manhattan,Gramercy,Private room,118,6,0,2,0
29287515,Upper East Side Family Apartment,213586067,John,Manhattan,Upper East Side,Entire home/apt,215,3,0,1,0
29302018,1 Bedroom Apartment 1 minute walk to subway,93732420,Tim,Queens,Astoria,Entire home/apt,90,5,0,2,0
29308138,San Carlos Hotel Executive Junior Suite - up to 4,173685298,Janet,Manhattan,Midtown,Private room,375,1,0,11,179
29310612,Room for rent! 3 bed / 2 bath. G train,220806520,Ignacio,Brooklyn,Bedford-Stuyvesant,Private room,50,10,0,1,359
29313398,Family looking for a budget apartment?,4555996,Ben,Manhattan,Harlem,Entire home/apt,150,10,0,2,4
29327591,"Beautiful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Chelsea,Entire home/apt,374,30,0,232,263
29331191,"Sizable UWS 1BR w/ Open kitchen, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Upper West Side,Entire home/apt,259,30,0,232,170
29331258,Stunning 2bed Williamsburg (gym/roof) J/M/Z G & L,178826661,Orpaz,Brooklyn,Williamsburg,Entire home/apt,200,4,0,1,0
29332188,Huge 4 Bedroom 2 Bathroom Townhouse with Backyard,439827,Jacob,Brooklyn,Greenpoint,Entire home/apt,250,29,0,1,0
29338253,Home away from home,221022609,Lexus,Brooklyn,Flatlands,Private room,45,7,0,1,83
29338399,Private floor in Soho Loft with 11ft ceilings,102542851,Nathan,Manhattan,SoHo,Private room,129,4,0,1,0
29338760,Williamsburg apartment with amazing views,9399583,Marco,Brooklyn,Williamsburg,Entire home/apt,160,10,0,1,34
29339032,Cozy Apartment in Lively Brooklyn 15 Min from Pier,117380551,Sade,Brooklyn,Crown Heights,Entire home/apt,110,2,0,1,107
29341038,Very comfortable and clean,28960938,Vinroy,Bronx,Unionport,Private room,90,7,0,1,180
29342616,Spacious Brooklyn Home,35807458,Anthony,Brooklyn,Crown Heights,Private room,120,1,0,1,88
29343523,Noho High Rise w/ Private Terrace,221071115,Ty,Manhattan,Greenwich Village,Entire home/apt,300,7,0,1,80
29364202,Modern + colorful 2-BR in lively Clinton Hill,5120616,Amenee,Brooklyn,Clinton Hill,Entire home/apt,150,3,0,1,0
29381358,Spacious 1 Bed (FURNISHED!) Hudson Yards Sublet,221343982,Christina,Manhattan,Chelsea,Private room,165,45,0,1,83
29383605,"Your Home 安全舒適的家
 12 mins Manhattan",213781715,Anting,Brooklyn,Greenpoint,Private room,119,1,0,33,179
29384404,Prime Location 34th&6th! Doorman Gym Deck 5231,16098958,Jeremy & Laura,Manhattan,Midtown,Entire home/apt,180,30,0,96,342
29386355,"Welcome to Williamsburg, Brooklyn!!",68128762,Tom,Brooklyn,Greenpoint,Private room,170,1,0,1,220
29391531,Your home away from home,221420411,Chantal,Queens,Briarwood,Private room,200,2,0,1,90
29393117,Massive Art Loft - Best Manhattan Location Ever!,220574429,Juliana,Manhattan,Midtown,Entire home/apt,670,25,0,3,305
29410763,Hell's Kitchen Luxurious 2 Bedroom NYC Apt!,163251048,Jen,Manhattan,Hell's Kitchen,Entire home/apt,499,30,0,8,185
29414633,private room,221574115,Ahmet,Brooklyn,Bensonhurst,Shared room,15,10,0,2,0
29415474,Bed-Stuy/Clinton Hill  Sunny Brooklyn Apartment,3585637,Lucienne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,30,0,1,281
29424522,1-bed/ba  PR condo Wyn.  Midtown 45 Thanksgiving,30616847,Martha,Manhattan,Midtown,Private room,500,3,0,1,365
29451949,Bushwick Room,65411833,Steve,Brooklyn,Bushwick,Private room,50,30,0,1,0
29452654,Inclusive & clean Time square sunny apartment,22251283,Nir,Manhattan,Hell's Kitchen,Entire home/apt,125,30,0,4,0
29453268,East Village Sublet multi month please,221853540,Kirt,Manhattan,East Village,Entire home/apt,140,31,0,1,0
29455913,Home,213781715,Anting,Brooklyn,Greenpoint,Private room,119,1,0,33,365
29455925,Home: 12 mins to Manhattan,213781715,Anting,Brooklyn,Greenpoint,Private room,119,1,0,33,365
29459888,Stunning Modern Suite in the Heart of Brooklyn,105828180,Guy,Brooklyn,Crown Heights,Private room,85,4,0,3,0
29463258,It's always sunny in Hells Kitchen,57765860,Christina,Manhattan,Upper West Side,Entire home/apt,250,7,0,1,34
29466848,Simple Perfect Soho Sublet,2047776,Jennifer,Manhattan,Nolita,Entire home/apt,180,30,0,2,249
29480256,2 BED 2 BATH DUPLEX IN UPPER EAST SIDE,200380610,Pranjal,Manhattan,Upper East Side,Entire home/apt,255,30,0,65,365
29480988,Private Guest Loft in a Sunny Etsy-Lovers Apt,10659007,Kaylen,Brooklyn,Williamsburg,Private room,110,2,0,1,0
29481874,"Large, comfortable, one-bedroom Astoria apartment",20310357,Kira,Queens,Ditmars Steinway,Private room,170,1,0,1,157
29483789,UPPER EAST SIDE LUXURY 2BR Apartment,222057751,Maayan,Manhattan,Upper East Side,Entire home/apt,299,7,0,1,15
29486682,Loft Space with Incredible Windows,5118419,Greg,Manhattan,Chinatown,Entire home/apt,1500,1,0,1,365
29488512,Bushwick Modern Loft w/terrace,46296435,Garrett,Brooklyn,Bushwick,Entire home/apt,225,2,0,1,85
29495273,Home on Houston - 2 Rooms near SoHo/NoHo/LES,818753,Jamie,Manhattan,NoHo,Private room,295,2,0,1,5
29520126,Large 2 bedroom apartment in Williamsburg,11923041,Eli,Brooklyn,Williamsburg,Entire home/apt,300,10,0,1,0
29524623,Room to rent for Couple specially tourists !,221374905,Jean,Brooklyn,Bushwick,Private room,200,1,0,1,365
29531069,greenpoint williamsburg  huge studio room   /,150316502,Francisca,Brooklyn,Greenpoint,Private room,250,5,0,1,154
29533754,Beautiful Home 美麗之家,213781715,Anting,Brooklyn,Greenpoint,Shared room,119,1,0,33,180
29533829,Home: Cozy Secure Convenient 12 min to NYC舒適安全便利的家,213781715,Anting,Brooklyn,Greenpoint,Shared room,119,1,0,33,365
29539744,Amazing Bedroom in Brooklyn Him-1R-3,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,0,17,268
29540204,Gorgeous Bedroom on Himrod! Him-1R-5,216235179,Nina,Brooklyn,Bushwick,Private room,50,30,0,17,325
29540687,"East 82nd Street, Upper East Side/Yorkville 1bd",22541573,Ken,Manhattan,Upper East Side,Entire home/apt,165,30,0,87,355
29542012,Gorgeous Bohemian one BEDROOM in EAST VILLAGE,29387678,Robin,Manhattan,East Village,Private room,1700,23,0,1,365
29543072,Homey Shared Apt - 5min to L train - Free cleaning,154981576,Bedly Bushwick,Brooklyn,Bushwick,Private room,35,30,0,9,43
29544456,Long Island City Gem!,11598586,Kate,Queens,Long Island City,Private room,159,1,0,1,0
29544710,Cozy 1 BDR in Long Island City,222460280,Elly,Queens,Sunnyside,Entire home/apt,99,3,0,1,0
29546402,Luxurious 1 Brd with Manhattan and Ocean views.,35944,Sergey,Brooklyn,Brighton Beach,Entire home/apt,210,3,0,1,161
29547314,"Apartment New York 
Hell’s Kitchens",35303743,Patricia,Manhattan,Upper West Side,Private room,6500,30,0,1,97
29559298,Manhattan Club-A Lux Suite in Heart of Manhattan,93031650,Kay,Manhattan,Midtown,Entire home/apt,300,4,0,1,0
29560068,Midtwon / UES Gem With Private Terrace!,165776960,Raanan,Manhattan,Midtown,Entire home/apt,135,30,0,2,341
29562532,1/2 of a LARGE APARTMENT in Bushwick / Bedstuy <3,1903737,Natalie,Brooklyn,Bedford-Stuyvesant,Private room,99,2,0,3,0
29565064,#1,217293060,Mohan,Manhattan,Greenwich Village,Entire home/apt,600,31,0,4,328
29567252,Beautiful Artsy Apartment centrally located!,41083526,Brenda,Queens,Sunnyside,Entire home/apt,130,4,0,2,0
29567488,Amazing 1 bedroom apartment in Williamsburg Area,3719653,Pablo,Brooklyn,Williamsburg,Entire home/apt,250,3,0,1,249
29570887,"LARGE ROOM ‘N CLINTON HILL, Brooklyn, w / LAUNDRY!",24124835,Danielle,Brooklyn,Bedford-Stuyvesant,Private room,60,25,0,2,100
29586573,1-Bedroom in Bushwick for 2 in shared apartment,4458360,Daniel,Brooklyn,Bedford-Stuyvesant,Private room,110,2,0,1,280
29604741,My cozy studio,5497326,Jennifer,Manhattan,Upper West Side,Entire home/apt,285,7,0,2,79
29605492,Gilchrist Private,222843411,Brian,Brooklyn,Brooklyn Heights,Entire home/apt,1000,3,0,1,363
29605631,Cozy & Clean RM  in Queens. Near Subway Station.,137358866,Kazuya,Queens,Woodside,Private room,38,30,0,103,249
29609668,Le Chateau Vacation,22307859,Sharon,Brooklyn,Canarsie,Private room,98,3,0,5,361
29609716,Le Chateau,22307859,Sharon,Brooklyn,Flatbush,Private room,98,3,0,5,0
29609786,Le Chateau,22307859,Sharon,Brooklyn,Flatbush,Private room,98,3,0,5,0
29610311,♀ New Sunny Furnished Room near Express Subway,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,35,15,0,14,0
29612907,"3 Bedroom Bright super Cozy, W'burg",12837247,Alejandro,Brooklyn,Williamsburg,Entire home/apt,220,2,0,1,0
29623888,November's pre-holiday listing,217101766,Michelle,Manhattan,Upper East Side,Private room,200,2,0,1,0
29629370,Cozy Brooklyn Studio Apartment Condo,39483399,Kristen,Brooklyn,Fort Greene,Entire home/apt,100,5,0,1,0
29630309,Garden Room in Rego Park,89000911,Ursula,Queens,Middle Village,Private room,65,1,0,2,0
29630553,Fantastic Value - Quiet Room Seconds from Graham L,79576043,Jonathan,Brooklyn,Williamsburg,Private room,40,28,0,1,0
29645650,Beautiful Bedroom in Bedstuy,26219578,Zoe,Brooklyn,Bedford-Stuyvesant,Private room,32,3,0,1,48
29647523,Spacious - Newly Renovated 2/2 on Top Floor,57294763,Grant,Queens,Rego Park,Entire home/apt,155,30,0,1,125
29652130,♂ ♀ Large Sunny Bedroom Walk to Express Subway,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,75,15,0,14,0
29652347,♂ ♀ Large Room Close to Express Subway + Bus,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,65,15,0,14,0
29652490,♂ ♀ Sunny Bedroom in Popular Brooklyn,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,45,15,0,14,0
29652691,♀ Female Only Large Sunny Shared Room Double bed,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Shared room,35,15,0,14,0
29652878,♀ Female Only Sunny Shared Room Double bed,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Shared room,30,15,0,14,0
29653011,♀ Female Only Single Bed in Sunny Room Popular,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Shared room,30,15,0,14,0
29653137,"♀ Female only Shared Bedroom, Double Bed",204852306,Dee,Brooklyn,Bedford-Stuyvesant,Shared room,35,15,0,14,0
29653480,Cozy Room near mall & Elmhurst Ave station (M.R).,137358866,Kazuya,Queens,Elmhurst,Private room,42,30,0,103,0
29653774,♀ Large Sunny Room in Newly Renovated Apt Popular,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,75,15,0,14,0
29654013,♀ Sunny Bedroom in Great Apartment in Popular Bk,204852306,Dee,Brooklyn,Bedford-Stuyvesant,Private room,41,15,0,14,0
29655150,Ground Floor Gem w/ tiny patio!,304262,Bjorn,Manhattan,Lower East Side,Entire home/apt,165,30,0,1,353
29655436,Weekend Getaway,4452717,Sandra,Brooklyn,Williamsburg,Entire home/apt,200,3,0,1,5
29670957,Huge 450ft Master Bedroom in Spectacular Soho Loft,302885,Hattie Grace,Manhattan,SoHo,Private room,200,3,0,3,0
29674137,SOUTH RIVER VIEWS/DOORMAN-E 52nd ST,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,330,30,0,49,365
29674246,Immaculate and Bright Apartment Downtown,21610233,Britni,Manhattan,Battery Park City,Entire home/apt,650,7,0,1,12
29674661,Williamsburg Artist Loft,35033777,Rune,Brooklyn,Williamsburg,Entire home/apt,110,30,0,1,262
29679067,Kan house,183417610,Kanchana,Queens,Elmhurst,Private room,180,1,0,3,0
29679677,Lofty Studio in the heart of Williamsburg,8587936,Aimée,Brooklyn,Williamsburg,Entire home/apt,180,3,0,1,0
29682577,Kan house,183417610,Kanchana,Queens,Elmhurst,Private room,180,1,0,3,0
29684231,Private Room in Relaxing Townhouse,861848,Nicholas,Brooklyn,Bedford-Stuyvesant,Private room,68,2,0,2,0
29686349,"Brooklyn Room, lots of sunlight",38299001,LaQuann,Brooklyn,Bedford-Stuyvesant,Private room,55,1,0,1,0
29688392,Serenity In Queens,223431967,Stacy,Queens,Flushing,Private room,70,2,0,1,95
29710463,"2 bedroom, one bath in Crown Heights",203302656,Nadine,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,2545,90,0,1,180
29722985,J-ROOM SHARE BY CASINO*AIRPORT*CAFE*DOORSTEP METRO,213208277,Darry,Queens,South Ozone Park,Shared room,34,4,0,8,365
29733220,Gorgeous space for last minute marathon plans,35244416,Amy,Manhattan,Upper East Side,Private room,275,1,0,1,0
29734326,Luxurious apartment with spectacular city views,113834719,Daniel,Manhattan,Chelsea,Entire home/apt,350,3,0,1,0
29734919,New York City UES Luxury Doorman Building,212698653,Amy,Manhattan,Upper East Side,Entire home/apt,500,5,0,1,84
29738439,La Grand Master Bedroom,217652530,Portia,Queens,Jamaica,Private room,180,1,0,4,253
29738760,Large bedroom in Manhattan. Subway on same block,4317615,Fabio,Manhattan,Harlem,Private room,70,30,0,2,249
29740134,Sunlit Bedroom in Washington Heights,30240946,Tanya,Manhattan,Washington Heights,Private room,42,7,0,1,0
29755360,LUXURY Studio Apartment in PRIME Williamsburg,223855863,Thais,Brooklyn,Williamsburg,Entire home/apt,200,3,0,1,111
29756773,Willoughby penthouse,223869982,Steve,Brooklyn,Bedford-Stuyvesant,Private room,100,7,0,1,0
29762648,New York Manhattan Club Metro Suite,151280982,Carole,Manhattan,Midtown,Private room,100,2,0,1,0
29764987,Brooklyn-Brooklyn,78080379,Liliana,Brooklyn,Bushwick,Private room,75,5,0,1,250
29774846,"Cozy, quiet, one-bedroom West Village apartment",17910174,Jamie,Manhattan,West Village,Entire home/apt,160,30,0,1,0
